X1,srch_id,date_time,site_id,visitor_location_country_id,prop_country_id,prop_id,prop_starrating,prop_brand_bool,prop_location_score1,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,random_bool,click_bool,booking_bool,address,categories,city,country,lat,lon,name,postalCode,province,reviews.text,path,path_fasilitas,path_kamar,path_km
1580450,106157,3/11/2013,33,164,164,48493,3,0,3.97,3.52,14,26.88,0,17232,2,1,4,0,2,1,0,0,0,16101 Crain Hwy,"Motels,Hotels,Lodging",Brandywine,US,38.66893,-76.87629,Cadillac Motel,20613,MD,Did you know on 2-20-15 a man was found in room 18 murdered Boxes of wine found! Pills and drugs. Everywhere what is PG going to do this is mot the first time kids in room 31 where drugs are being sold prostitution and drugs everywhere and they are building a new motel for what more drugs and killings!!!,HardRockHotelSG-Exterior.png,hotel-yasmin-puncak-e1503038242833.png,interior-modern-comfortable-hotel-room-scaled.png,photo-kamar-mandi-utama-master-room-bathroom-desain-arsitek-oleh-wirianto-witarsa.png
1580451,106157,3/12/2013,33,164,164,52954,3,0,3.74,3.77,16,51.3,0,17232,2,1,4,0,2,1,0,0,0,Taragaon Boudha,Hotels,Alliance,US,27.7216,85.355959,Hyatt Regency Kathmandu,44601,OH,The wifi signal was too low Loved The location,kviknes-hotel.png,ini-hotel-dengan-fasilitas-spa-terbesar-di-dunia-mEB-thumb.png,Kamar-Hotel-Bintang-3...png,photo_34153577.png
1580452,106157,3/13/2013,33,164,164,53959,3,0,3.83,3.62,6,32.03,0,17232,2,1,4,0,2,1,0,0,0,40 Ashworth Ave,"Hotel,Hotels",Hampton,US,42.911366,-70.81291,Mainsail Motel & Cottages,3842,NH,We are very impressed with the cleanliness and the hospitality . I would highly recommend that you can have a wonderful experience . everything was in walking distance of the motel the owners are American and they're with out a doubt born and raised in NH,01.png,Pengalaman-Menginap-di-Hard-Rock-Hotel-Singapura-yang-Bernuansa-Rock-n-Roll-1.png,Kamar-Hotel-Terbaik-2019-Ada-dari-Indonesia.png,12-image_1507806674_59df4dd24e1e7.png
1580454,106157,3/14/2013,33,164,164,57291,3,0,2.94,4.42,9,34.09,1,17232,2,1,4,0,2,1,0,0,0,200 Eastlight Ct,"Travel & Transport,Hotels & Motels,Hotel",East Peoria,US,40.67221051,-89.57642544,Fairfield Inn & Suites Peoria East,61611,Peoria,Extremely clean hotel with good customer service. Staff was friendly & helpful.,1246280_16061017110043391702.png,Y904407088.png,Trans-Luxury-Hotel-Bandung.png,2020_06_18-_-Desain-kamar-mandi-hotel-hotel-terbaik-di-dunia.png
1580455,106157,3/15/2013,33,164,164,59413,3,0,2.64,3.75,20,32.38,1,17232,2,1,4,0,2,1,0,0,0,200 Creekside Dr,"Wedding Sites,Hotels,Hotels & Motels,Meeting Facilities",Canyonville,US,42.9414,-123.28994,Holiday Inn Express and Suites Canyonville,97417,OR,"Going into the hallway from outside, there was a notice on the door that the hotel would be doing some renovations in the coming months. I assumed this meant that our room was going to be run down and in need of updating, but we were both pleasantly surprised when we opened the door to our room and found a very nice mini-suite. Would definitely stay here again. They are also dog friendly. :)",1604614790315.png,10010930-2048x1536-FIT_AND_TRIM-ddc3a13e425072054a8ffb26bbdb3cc3.png,855328880.png,36.png
1580458,106157,3/16/2013,33,164,164,91794,3,0,3.85,3.77,27,21.64,0,17232,2,1,4,0,2,1,0,0,0,8040 Oliver Rd,"Hotel,Hotels",Erie,US,42.046699,-80.080429,Solstice,16509,PA,"If you are looking for comfort, DO NOT CHOOSE this location. The beds are Concrete SLABS. The Shower pressure was horrific, The drain did not work. The ceiling was failing in and was molded. The Carpet was stained. There was no Parking because of equipment for construction. The window was covered by dirty plastic so there was no view.",5fed9d32d8420.png,20001298-476e1b64c017ec1946ef669c4fe28e39.png,Aplikasi Pemesanan Kamar Hotel Antisipasi Kenaikan Permintaan Libur Lebaran.png,5db25f8d51968.png
1580459,106157,3/17/2013,33,164,164,92405,3,0,3.95,3.3,18,22.51,1,17232,2,1,4,0,2,1,0,0,0,2005 S Stephenson Ave,"Hotels,Meeting & Event Planning Services,Convention Services & Facilities",Iron Mountain,US,45.841633,-88.04958,Country Inns Suites,49801,East Kingsford,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,96959_v6.png,772cc72f9d0169bf8e9f619dd47097bb.png,Cara-Membedakan-Hotel-Bintang-Satu-Hingga-Lima.png,aad95d3666d3d52c381be4c11cf367da.png
,,3/18/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd0d60d6_y.png,akusara-jungle-resort-and-spa.png,Conrad-Seoul.png,image_1507810068_59df5b14811f9.png
1580461,106157,3/19/2013,33,164,164,123132,3,0,3.83,3.77,24,69.27,0,17232,2,1,4,0,2,1,0,0,0,100 A St,Hotels & Motels,Crescent City,US,41.747799,-124.203261,Hampton Inn & Suites Crescent City,95531,CA,"Moderately priced hotel chain offers a clean, consistent stay and complimentary breakfast. In ShortPart of the Hilton hotel family, this chain caters to travelers by offering high-quality accommodations at mid-range rates. Amenities include complimentary in-room high-speed Internet access, coffeemakers, irons and portable lap desks. Coffee and tea are offered round-the-clock in the lobby, and a free breakfast buffet with items like muffins, eggs, sausage and fruit is served daily. Fax service is available at the front desk.",even-hotels-eugene-5405616297-4x3.png,ATM_1152.png,download.png,Kamar Mandi Mewah.png
1580462,106157,3/20/2013,33,164,164,124677,4,0,3.22,4.62,19,58.88,0,17232,2,1,4,0,2,1,0,0,0,Drepanon,Hotels,Glen Burnie,US,37.531556,22.890106,The Grove Seaside Hotel,21060,MD,,fachada.png,bar-hotel-terbaik-versi-alia-akkam-2.png,hotel-1330834_1280-770x424.png,Kamar-Mandi-Ala-Hotel-ini-735x400.png
1580463,106157,3/21/2013,33,164,164,126457,3,0,3.97,3.77,21,29.56,1,17232,2,1,4,0,2,1,0,0,0,716 N E 12th St,"Resorts,Hotels and Motels",Guymon,US,36.689533,-101.473816,Savaii Roberts Motels,73942,OK,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,01.png,belviu-hotel-bandung-promo-buy-one-get_200304150028-699.png,Hotel-Instagramable-di-Jakarta-9-Traveloka.png,Kamar-mandi-hotel.png
1580465,106157,3/22/2013,33,164,164,131587,4,0,3.14,4.59,8,35.61,1,17232,2,1,4,0,2,1,0,0,0,480 King St,"Hotels,Hotel",Alexandria,US,38.80474,-77.04455,"The Alexandrian, Autograph Collection",22314,VA,The hotel was great. Staff went above and beyond bringing hot tea to room at 11:30 pm at no charge!,1246280_16061017110043391702.png,fasilitas-hotel-6.png,interior-kamar-hotel-bintang-5-28.png,photo-kamar-mandi-utama-master-room-bathroom-desain-arsitek-oleh-wirianto-witarsa.png
1580466,106157,3/23/2013,33,164,164,136419,3,0,3.18,4.42,15,39.66,1,17232,2,1,4,0,2,1,0,0,0,225 N Wabash Ave,"Hotels,Wedding Chapels & Ceremonies,Lodging,Conference Centers,Restaurants,Corporate Lodging",Chicago,US,41.886337,-87.62626,"Hotel Monaco Chicago, A Kimpton Hotel",60601,IL,"Without a doubt, one of the finest hotels for incurable romantics is the Hotel Monaco. The Lobby is exquisitely decorated in opulence and style. There is a cozy living room fireplace in the Lounge area that features wine tasting daily from 5-6pm. The rooms are just incredible. My room had a soft pad that you could use as a window seat. This place is absolutely fantastic and I would recommend this place to everyone.",1604614790315.png,green-bar-at-hotel-cafe.png,interior-modern-comfortable-hotel-room-scaled.png,photo_34153577.png
1596787,107303,21/06/2013,33,164,164,3880,4,0,4.96,0,2,113.75,1,12902,2,1,2,1,1,1,1,0,0,3809 Crain Hwy,"American Restaurant,Restaurants,Hotels & Motels,Breakfast Spot,Wine Bar",Bowie,US,38.942771,-76.717039,Rips Country Inn,20716,South Bowie,For two dollars more you mind as well get the 16oz Prime Rib,5fed9d32d8420.png,hotel-yasmin-puncak-e1503038242833.png,Kamar-Hotel-Bintang-3...png,12-image_1507806674_59df4dd24e1e7.png
1596789,107303,21/06/2013,33,164,164,13412,4,1,2.2,0,22,90,0,12902,2,1,2,1,1,1,1,0,0,111 Highway 36 Byp N,"Lodging,Hotels",Gatesville,US,31.433666,-97.7154,Holiday Inn Express Gatesville,76528,South Mountain,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,96959_v6.png,ini-hotel-dengan-fasilitas-spa-terbesar-di-dunia-mEB-thumb.png,Kamar-Hotel-Terbaik-2019-Ada-dari-Indonesia.png,2020_06_18-_-Desain-kamar-mandi-hotel-hotel-terbaik-di-dunia.png
1596790,107303,21/06/2013,33,164,164,31744,5,0,5.03,0,8,138,0,12902,2,1,2,1,1,1,1,0,0,3 5920 Kuhio Hwy,Hotels,Kapaa,US,22.042716,-159.33808,Hilton Garden Inn Kauai Wailua Bay,96746,HI,Gutes Preis-Leistungsverhltnis u gutes Frhstcksbuffet zu einem gnstigen Preis (20 USD) fr einen Kurztrip vllig OK,cd0d60d6_y.png,Pengalaman-Menginap-di-Hard-Rock-Hotel-Singapura-yang-Bernuansa-Rock-n-Roll-1.png,Trans-Luxury-Hotel-Bandung.png,36.png
1596791,107303,21/06/2013,33,164,164,36869,5,0,4.91,0,4,106.22,1,12902,2,1,2,1,1,1,1,0,0,4068 Stansell Ct,"Hotels,Hotel",Memphis,US,35.03565,-89.79881,Holiday Inn Express Hotel and Suites Memphis Southwind,38125,Mphs,"Check-in was fast and easy. There are only three floors, so it was easy to get to your room. The hotel is on an OK side of town - not the best - but worth the price. Lots of places to eat nearby and the morning continental breakfast was decent. Linens were clean room was nice and cold (Summer weather outside) and I didn't get rudely awakened by cleaning staff. My only complaint is that my room overlooked a street lamp and there were no drapes over the window sheers to block out the light at night. Not all rooms are like this of course. Overall, a great choice if you're needing to stay in the Southwind area.",even-hotels-eugene-5405616297-4x3.png,Y904407088.png,855328880.png,5db25f8d51968.png
1596792,107303,21/06/2013,33,164,164,50039,4,0,5.06,0,14,81.03,1,12902,2,1,2,1,1,1,1,0,0,185 James Asbury Dr N W,Hotels & Motels,Cleveland,US,35.210384,-84.869776,Clarion,37312,TN,"Moderately priced hotel chain offers a clean, consistent stay and complimentary breakfast. In ShortPart of the Hilton hotel family, this chain caters to travelers by offering high-quality accommodations at mid-range rates. Amenities include complimentary in-room high-speed Internet access, coffeemakers, irons and portable lap desks. Coffee and tea are offered round-the-clock in the lobby, and a free breakfast buffet with items like muffins, eggs, sausage and fruit is served daily. Fax service is available at the front desk.",fachada.png,10010930-2048x1536-FIT_AND_TRIM-ddc3a13e425072054a8ffb26bbdb3cc3.png,Aplikasi Pemesanan Kamar Hotel Antisipasi Kenaikan Permintaan Libur Lebaran.png,aad95d3666d3d52c381be4c11cf367da.png
1596793,107303,21/06/2013,33,164,164,54733,4,0,4.84,0,19,38.8,1,12902,2,1,2,1,1,1,1,0,0,457 Mountain Village Blvd,Hotels,Telluride,US,37.933273,-107.850865,Mountain Lodge At Telluride - A Noble House Resort,81435,Pandora,loved the location!! However my room was really small and the blinds broke and a window wouldn't open.,HardRockHotelSG-Exterior.png,20001298-476e1b64c017ec1946ef669c4fe28e39.png,Cara-Membedakan-Hotel-Bintang-Satu-Hingga-Lima.png,image_1507810068_59df5b14811f9.png
1596794,107303,21/06/2013,33,164,164,54843,5,0,3.87,0,13,85,1,12902,2,1,2,1,1,1,1,0,0,226 Carondelet St,Hotels,New Orleans,US,29.952146,-90.071143,Hampton Inn New Orleans - Downtown,70130,LA,Quiet respite from the crazy Mardi Gras festivities.,kviknes-hotel.png,772cc72f9d0169bf8e9f619dd47097bb.png,Conrad-Seoul.png,Kamar Mandi Mewah.png
1596795,107303,21/06/2013,33,164,164,56787,5,1,2.3,0,18,111.38,1,12902,2,1,2,1,1,1,1,0,0,3614 W Garriott Rd,Hotels,Enid,US,36.39085,-97.92181,Baymont Inn and Suites Enid,73703,OK,"great experience, great stay and very centrally located, perfect",01.png,akusara-jungle-resort-and-spa.png,download.png,Kamar-Mandi-Ala-Hotel-ini-735x400.png
1596796,107303,21/06/2013,33,164,164,73975,5,0,1.61,0,12,75.21,0,12902,2,1,2,1,1,1,1,0,0,12085 Delaware St,Hotels,Denver,US,39.915086,-104.992635,Quality Inn & Suites,80234,Westminster,Stayed there one night said the whole floor smelled like smoke gut a notice under my door about it next day was charged 500 for smoking when I don't even smoke and after I was one of the people to complain about it.,1246280_16061017110043391702.png,ATM_1152.png,hotel-1330834_1280-770x424.png,Kamar-mandi-hotel.png
1596797,107303,21/06/2013,33,164,164,74348,5,1,4.97,0,27,190,0,12902,2,1,2,1,1,1,1,0,0,100 Alexander Spring Rd,"Hotels,Lodging,Motels",Carlisle,US,40.18661,-77.21426,Super 8 Carlisle-south,17013,PA,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,1604614790315.png,bar-hotel-terbaik-versi-alia-akkam-2.png,Hotel-Instagramable-di-Jakarta-9-Traveloka.png,photo-kamar-mandi-utama-master-room-bathroom-desain-arsitek-oleh-wirianto-witarsa.png
1596798,107303,21/06/2013,33,164,164,75026,5,0,2.71,0,16,80,1,12902,2,1,2,1,1,1,1,0,0,2597 Holiday Rd,Hotels,Coralville,US,41.70064,-91.607,Americinn Coralville,52241,IA,Close to my friends in Oxford very accessible to highway,5fed9d32d8420.png,belviu-hotel-bandung-promo-buy-one-get_200304150028-699.png,interior-kamar-hotel-bintang-5-28.png,photo_34153577.png
1596799,107303,21/06/2013,33,164,164,75780,5,0,4.34,0,3,118.28,1,12902,2,1,2,1,1,1,1,0,0,1251 E 1st Ave,"Hotel,Hotels",Shakopee,US,44.80142,-93.50884,Travelodge Shakopee,55379,MN,I had stayed in this Travelodge last week and this was the second time I stayed here. This time it was much better experience. Wi-Fi worked great and my room flat screen TV had the best picture I had seen so far in my motel stays. I love to eat waffles they serve in breakfast. I was much satisfied with... More,96959_v6.png,fasilitas-hotel-6.png,interior-modern-comfortable-hotel-room-scaled.png,12-image_1507806674_59df4dd24e1e7.png
1596800,107303,21/06/2013,33,164,164,76305,4,0,5.03,0,24,114.8,0,12902,2,1,2,1,1,1,1,0,0,1700 Skibo Rd,Hotels,Fayetteville,US,35.07617,-78.96096,Hampton Inn Fayetteville Fort Bragg,28303,Ponderosa,"Staff was very friendly and helpful. Facilities, breakfast and pool were excellent made our visit very comfortable.",cd0d60d6_y.png,green-bar-at-hotel-cafe.png,Kamar-Hotel-Bintang-3...png,2020_06_18-_-Desain-kamar-mandi-hotel-hotel-terbaik-di-dunia.png
1596801,107303,21/06/2013,33,164,164,76709,5,0,5.12,0,7,124.67,1,12902,2,1,2,1,1,1,1,0,0,11832 N W Plaza Cir,Hotels & Motels,Kansas City,US,39.307376,-94.684165,Four Points-kansas,64153,MO,"Editorial Review by Citysearch Editors National chain offers affordable, spacious accommodations with in-room high-speed Internet, coffeemaker and hair dryer complimentary breakfast also provided.",even-hotels-eugene-5405616297-4x3.png,hotel-yasmin-puncak-e1503038242833.png,Kamar-Hotel-Terbaik-2019-Ada-dari-Indonesia.png,36.png
1596802,107303,21/06/2013,33,164,164,78593,4,1,3.91,0,10,116.57,0,12902,2,1,2,1,1,1,1,0,0,4785 Saint Leonard Rd,"Motels,Bed & Breakfast & Inns,Lodging,Hotels & Motels",Saint Leonard,US,38.47525,-76.50707,Cliff's Motor Inn,20685,MD,"Absolutely one of the filthiest motels in the America. The carpets are soiled and the room smelled like Raw sewage, when I asked the owner he told me he does not clean the rooms it is the renters resposbility. You can find him at the liquor store he owns, He is just preying on tourists!!!",fachada.png,ini-hotel-dengan-fasilitas-spa-terbesar-di-dunia-mEB-thumb.png,Trans-Luxury-Hotel-Bandung.png,5db25f8d51968.png
1596805,107303,21/06/2013,33,164,164,89960,4,0,1.61,0,15,56.28,1,12902,2,1,2,1,1,1,1,0,0,4691 Castleton Way,Hotels,Castle Rock,US,39.408529,-104.866775,Days Inn & Suites Castle Rock,80104,CO,The hotel was good!!!,01.png,Pengalaman-Menginap-di-Hard-Rock-Hotel-Singapura-yang-Bernuansa-Rock-n-Roll-1.png,855328880.png,aad95d3666d3d52c381be4c11cf367da.png
1596807,107303,21/06/2013,33,164,164,94593,4,0,5.18,0,20,77.72,1,12902,2,1,2,1,1,1,1,0,0,15490 S Rogers Rd,"Hotels & Motels,Family-Friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Lodging",Olathe,US,38.847727,-94.824007,Candlewood Suites Olathe,66062-3497,KS,Picked this place because of the mini kitchen. But I would not stay here again. The highway made the room very noisy. The AC/Heat was an old fashion room unit that was also very loud as was the refrigerator. Made it very difficult to sleep well. They also do not offer daily cleaning service. Nothing extra made me want to... More,1246280_16061017110043391702.png,Y904407088.png,Aplikasi Pemesanan Kamar Hotel Antisipasi Kenaikan Permintaan Libur Lebaran.png,image_1507810068_59df5b14811f9.png
1596808,107303,21/06/2013,33,164,164,108377,4,0,4.95,0,9,84.65,1,12902,2,1,2,1,1,1,1,0,0,301 Old Bank Rd,"Hotels & Motels,Lodging,Beach Hotels,Budget Hotels,Business Hotels,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Resorts",Milford,US,39.184318,-84.267209,Holiday Inn Express,45150-1997,OH,"For more than 50 years, this hotel's familiar green sign has signaled budget-friendly lodging for families and business travelers. In ShortSince its 1952 debut in Memphis, Tenn., Holiday Inn has become one of the most recognized hotel brands in the world. Kids rule here: Children age 19 and younger stay for free when sharing a parent's room and as many as four children per family (age 12 or younger) eat for free at hotel restaurants. Other amenities include 24-hour business services, an in-room coffeemaker, iron, hair dryer, room service, a swimming pool and a fitness center.",1604614790315.png,10010930-2048x1536-FIT_AND_TRIM-ddc3a13e425072054a8ffb26bbdb3cc3.png,Cara-Membedakan-Hotel-Bintang-Satu-Hingga-Lima.png,Kamar Mandi Mewah.png
1596810,107303,21/06/2013,33,164,164,134461,5,0,4.72,0,6,122.12,1,12902,2,1,2,1,1,1,1,0,0,2505 Main St,"Hotels & Motels,Lodging,Motels",Alamosa,US,37.47547,-105.89536,Super 8 Alamosa,81101,Carmel,"Our stay at Super 8 was decent. The rooms were nice, though the walls were pretty thin (we were located close to the stairs, and there was a great deal of thump-thump-thumping as people ascended and descended.) Where this location's excellence shown was after the fact. We accidentally left a laptop charger in the room, and we didn't realize this... More",5fed9d32d8420.png,20001298-476e1b64c017ec1946ef669c4fe28e39.png,Conrad-Seoul.png,Kamar-Mandi-Ala-Hotel-ini-735x400.png
,,6/24/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96959_v6.png,772cc72f9d0169bf8e9f619dd47097bb.png,download.png,Kamar-mandi-hotel.png
1624752,109153,6/25/2013,33,164,14,16739,3,1,3.81,4.69,12,96.95,0,11842,2,1,1,1,2,0,0,0,0,5610 Vineland Rd,Hotels,Orlando,US,28.482007,-81.455546,Extended Stay America - Orlando Theme Parks - Vineland Rd.,32819,FL,Be ready to make your own bed and hang up those towels if you are staying just a few nights. Room service does not kick in until after a week. Guess that's why they call it EXTENDED stay. lol,cd0d60d6_y.png,akusara-jungle-resort-and-spa.png,hotel-1330834_1280-770x424.png,photo-kamar-mandi-utama-master-room-bathroom-desain-arsitek-oleh-wirianto-witarsa.png
1624753,109153,6/26/2013,33,164,14,17666,3,0,3.76,3.79,13,41.55,0,11842,2,1,1,1,2,0,0,0,0,200 Second St,"Hotel,Hotels",Saint Mary,US,37.8827,-89.953575,White Cliff Manor Bed and Breakfast,63673,MO,"We just spent a wonderful vacation at the White Cliff Manor. I must say, we couldn't have asked for a more gracious host than Brian. It's obvious that he has a great love for the area, it's history and people. He did a fabulous job of restoring the home to it's former glory. It was absolutely spotless. The breakfast's Brian... More",even-hotels-eugene-5405616297-4x3.png,ATM_1152.png,Hotel-Instagramable-di-Jakarta-9-Traveloka.png,photo_34153577.png
1624754,109153,6/27/2013,33,164,14,23229,4,1,3.89,4.64,10,47.83,0,11842,2,1,1,1,2,0,0,0,0,Av Juarez 76 Colonel Centro,Hotels,Bristol,US,19.43517,-99.146719,Fiesta Inn Centro Historico,6010,CT,"This hotel was in a great location. Most everything in the Historic District was within walking distance. The rooms were very clean and well-laid out. The room was surprisingly quiet even though the hotel is on a busy street. Also, it is in a small mall with a food court and a couple sit-down restaurants. That eliminates having to hunt for a place to eat if you just want to go to your room to rest.",fachada.png,bar-hotel-terbaik-versi-alia-akkam-2.png,interior-kamar-hotel-bintang-5-28.png,12-image_1507806674_59df4dd24e1e7.png
1624755,109153,6/28/2013,33,164,14,30180,3,0,3.76,4.56,14,74.28,0,11842,2,1,1,1,2,0,0,0,0,1005 Midland Rd,"Bars & Clubs,Driving Ranges,Bed & Breakfasts,Hotels & Motels,Public Golf Courses,Resorts,Golf Courses,Community Organizations,Private Golf Courses",Southern Pines,US,35.197103,-79.392412,Pine Needles Golf Course,28387,NC,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,HardRockHotelSG-Exterior.png,belviu-hotel-bandung-promo-buy-one-get_200304150028-699.png,interior-modern-comfortable-hotel-room-scaled.png,2020_06_18-_-Desain-kamar-mandi-hotel-hotel-terbaik-di-dunia.png
1624756,109153,6/29/2013,33,164,14,39739,2,0,3.89,4.06,1,49.45,1,11842,2,1,1,1,2,0,0,0,0,200 E State Road 45/46 Bypass,"Hotel,Hotels",Bloomington,US,39.18581,-86.533195,Days Inn Bloomington,47401,IN,The staff at both check in and in the morning were both very friendly. I was very pleased with them.,kviknes-hotel.png,fasilitas-hotel-6.png,Kamar-Hotel-Bintang-3...png,36.png
1624757,109153,6/30/2013,33,164,14,42027,2,0,3.87,4.06,7,39.53,0,11842,2,1,1,1,2,0,0,0,0,4735 Helen Hauser Blvd,"Resorts & Vacation Cottages,Hotels,Hotels & Motels,Accommodations & Lodging,Vacation Packages,E-Commerce",Titusville,US,28.552433,-80.853663,Fairfield Inn/suites-marriott,32780,FL,The Fairfield Inn in Titusville Florida is a wonderful hotel.  The rooms are very conformable with all the amenities including a nice flat screen HD TV and free Internet access.  The hotel is close to Kennedy Space Center and Port Canaveral Cruise Lines.  It is only a 45 minute drive to many Orlando Theme parks.   I would strongly recommend this Titusville hotel to anyone driving by or staying in Titusville for the space shuttle launches.,01.png,green-bar-at-hotel-cafe.png,Kamar-Hotel-Terbaik-2019-Ada-dari-Indonesia.png,5db25f8d51968.png
1624758,109153,7/1/2013,33,164,14,85504,4,1,3.95,5.15,3,164.64,0,11842,2,1,1,1,2,0,0,0,0,365 Brenton Way,Hotels,Shepherdsville,US,38.066499,-85.697774,Holiday Inn Express Hotel & Suites Hillview,40165,Hebron Ests,Hotel needs maintenance.,1246280_16061017110043391702.png,hotel-yasmin-puncak-e1503038242833.png,Trans-Luxury-Hotel-Bandung.png,aad95d3666d3d52c381be4c11cf367da.png
1624759,109153,7/2/2013,33,164,14,108296,4,0,3.93,4.29,9,66.82,0,11842,2,1,1,1,2,0,0,1,1,600 Fleming St,"Hotels & Motels,Bed & Breakfasts",Key West,US,24.556827,-81.801459,Marquesa Hotel & Cafe Marquesa,33040,East Rockland Key,"Classic conch houses refurbished in a garden setting. The SceneThis property was once a collection of conch houses from 1884. Although it has been upgraded, it still has a classic seaside look. It is one block from Duval Street, the center of Key West action. The upscale house restaurant, Cafe Marquesa, offers entrees such as goat-cheese-and-pistachio-crusted rack of lamb.The DetailsTwenty-seven rooms are sprinkled among four buildings that surround a garden area and two swimming pools. Each is outfitted with a marble bath. They are also furnished with hardwood pieces such as Indonesian sleigh beds, armoires, desks and writing tables. CDs and bathrobes are among the standard amenities. The suites offer a furnished covered porch for outdoor dining and lounging. Differences in price reflect the overall positioning of the rooms, their views and seasonal demand, rather than reflecting any radical differences in size. The concierge can arrange tours and day trips.",1604614790315.png,ini-hotel-dengan-fasilitas-spa-terbesar-di-dunia-mEB-thumb.png,855328880.png,image_1507810068_59df5b14811f9.png
1624760,109153,7/3/2013,33,164,14,111115,4,1,3.93,5.05,2,137.53,0,11842,2,1,1,1,2,0,0,0,0,28622 Highway 11,"Hotels & Motels,Family-Friendly Hotels,Budget Hotels,Lodging,Business Hotels",Brookfield,US,39.765741,-93.079983,Best Western,64628,MO,"Budget hotel offers standard amenities and low rates to road-weary travelers. In ShortSince 1946, this Phoenix, Ariz.-based hotel chain has provided guests with comfortable accommodations. Its BestRequests program offers 16 of the most frequently requested services and amenities, including complimentary in-room tea/coffeemakers, hair dryers, iron and ironing boards, free local calls less than 30 minutes and long-distance access. Complimentary toiletries, like toothpaste, razors and sewing kits, are also available upon request. Business travelers will enjoy the computer data ports in each room and photocopying services.",5fed9d32d8420.png,Pengalaman-Menginap-di-Hard-Rock-Hotel-Singapura-yang-Bernuansa-Rock-n-Roll-1.png,Aplikasi Pemesanan Kamar Hotel Antisipasi Kenaikan Permintaan Libur Lebaran.png,Kamar Mandi Mewah.png
1624761,109153,7/4/2013,33,164,14,113166,5,1,4.01,5.94,6,434.94,0,11842,2,1,1,1,2,0,0,0,0,Jalan Mh Thamrin,Hotels,Staten Island,US,-6.195424,106.823673,Mandarin Oriental Jakarta,10310,NY,"MO Jakarta is a good hotel, but comparing to Grand Hyatt, a same excellent hotel, MOJ's location is not that great, need to walk long way around the fountain to get into the Plaza Indonesia shopping mall.The executive lounge is better on food comparing to Grand Hyatt, but when you have visitors, it charges, that is certainly usual but not as generous as Grand Hyatt.That is why most of high end business visitors still stay at Grand Hyatt even though the room in MOJ is obviously better.",96959_v6.png,Y904407088.png,Cara-Membedakan-Hotel-Bintang-Satu-Hingga-Lima.png,Kamar-Mandi-Ala-Hotel-ini-735x400.png
1624762,109153,7/5/2013,33,164,14,135646,3,0,3.33,4.35,8,47.68,0,11842,2,1,1,1,2,0,0,0,0,Stamford Rd,"Hotels,Bed & Breakfast & Inns",Hobart,US,42.98961,-78.74249,Barber Joyce,13788,NY,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,cd0d60d6_y.png,10010930-2048x1536-FIT_AND_TRIM-ddc3a13e425072054a8ffb26bbdb3cc3.png,Conrad-Seoul.png,Kamar-mandi-hotel.png
1804340,121228,30/05/2013,33,164,220,1696,4,0,5.04,5.09,10,163.78,0,20905,2,48,2,1,1,0,1,0,0,33569 Hardin Flat Rd,"Cabins & Chalets,Lodging,Hotels,Bed & Breakfast & Inns,Cottages,Hotel",Groveland,US,37.811924,-119.88103,Sunset Inn-yosemite Cabins,95321,CA,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,even-hotels-eugene-5405616297-4x3.png,20001298-476e1b64c017ec1946ef669c4fe28e39.png,download.png,photo-kamar-mandi-utama-master-room-bathroom-desain-arsitek-oleh-wirianto-witarsa.png
1804341,121228,30/05/2013,33,164,220,5104,3,0,1.1,5.35,24,141.71,0,20905,2,48,2,1,1,0,1,0,0,2707 Veterans Ave,"Travel & Transport,Hotels,Hotels & Motels",Vandalia,US,38.97034343,-89.12880845,Ramada Vandalia,62471,Pittsburg,"Death in the family who lived in Vandalia. The people at the desk were very understanding, even though I put them to a lot of trouble changing a reservation. Thank you so much. James and Monnette Swafford",fachada.png,772cc72f9d0169bf8e9f619dd47097bb.png,hotel-1330834_1280-770x424.png,photo_34153577.png
